Customer_ID,First_Name,Last_Name,Gender,Age,Age_Group,Date_of_Birth,Marital_Status,Education,Occupation,Employment_Status,Customer_Segment,Customer_Value_Category,Customer_Status,Credit_Card,Debit_Card,Online_Banking,Mobile_Banking
CUST-24779,Samuel,White,Male,48,36-50,1976-06-09,Married,Associate,Skilled Labor,Salaried,Standard,Bronze,Active,No,Yes,No,Yes
CUST-14352,Rebecca,Wilson,Female,45,36-50,1978-07-13,Married,High School,Sales,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-21864,Linda,Harris,Female,52,51-65,1972-01-25,Married,Associate,Administrative,Contract,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-15785,Donald,King,Male,43,36-50,1981-02-05,Married,High School,Administrative,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-13922,Benjamin,Adams,Male,40,36-50,1984-04-12,Single,Bachelor,Management,Salaried,Standard,Silver,Inactive,No,Yes,No,Yes
CUST-22038,Dorothy,Walker,Female,42,36-50,1981-10-29,Married,Bachelor,Sales,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-16244,Samantha,Martin,Female,56,51-65,1967-10-20,Married,Master,Management,Self-Employed,High Value,Platinum,Active,Yes,Yes,Yes,No
CUST-13144,Debra,Lee,Female,36,36-50,1987-09-12,Single,Master,Professional,Salaried,Premium,Gold,Dormant,No,Yes,Yes,Yes
CUST-25294,Shirley,Jones,Female,52,51-65,1971-10-21,Married,Bachelor,Technology,Salaried,Premium,Platinum,Active,Yes,Yes,No,Yes
CUST-22458,Samuel,Sanchez,Male,42,36-50,1982-06-24,Married,Bachelor,Finance,Salaried,Emerging,Silver,Active,Yes,No,No,Yes
CUST-23094,Robert,Jackson,Male,32,26-35,1992-02-16,Single,Bachelor,Sales,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-13949,Mark,Young,Male,30,26-35,1994-01-18,Married,Bachelor,Management,Contract,Standard,Silver,Active,No,No,Yes,Yes
CUST-11789,Alexander,Hall,Male,46,36-50,1978-03-10,Married,Associate,Services,Self-Employed,Emerging,Silver,Active,No,Yes,Yes,No
CUST-27281,Benjamin,Moore,Male,47,36-50,1976-11-26,Married,Associate,Administrative,Salaried,Emerging,Bronze,Active,Yes,Yes,No,No
CUST-26170,Cynthia,Green,Female,42,36-50,1981-10-05,Married,Bachelor,Sales,Salaried,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-12618,Scott,Thomas,Male,70,65+,1954-01-04,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-16468,Matthew,Lopez,Male,19,18-25,2004-07-14,Single,Bachelor,Finance,Salaried,Emerging,Gold,Active,Yes,Yes,Yes,Yes
CUST-16330,Brian,Hernandez,Male,56,51-65,1967-08-17,Married,Master,Professional,Salaried,Premium,Platinum,Active,Yes,No,Yes,Yes
CUST-25150,John,Williams,Male,52,51-65,1972-03-15,Single,High School,Sales,Salaried,Standard,Silver,Active,Yes,No,Yes,Yes
CUST-17673,Debra,Hill,Female,39,36-50,1985-01-12,Single,Associate,Administrative,Salaried,Standard,Gold,Active,Yes,Yes,Yes,Yes
CUST-16660,Gregory,King,Male,44,36-50,1979-10-30,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-23875,Eric,Smith,Male,39,36-50,1985-06-04,Married,High School,Administrative,Self-Employed,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-13888,Amanda,Allen,Female,40,36-50,1983-09-17,Divorced,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-22670,Ryan,Lewis,Male,49,36-50,1974-09-30,Single,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-20926,Larry,Moore,Male,61,51-65,1963-02-14,Married,Bachelor,Management,Salaried,High Value,Platinum,Active,Yes,Yes,Yes,Yes
CUST-29365,Steven,Wilson,Male,33,26-35,1990-10-04,Single,High School,Administrative,Salaried,Emerging,Silver,Active,No,Yes,No,Yes
CUST-10439,Kimberly,Lee,Female,18,18-25,2006-01-30,Married,Master,Management,Self-Employed,High Risk,Gold,Active,No,Yes,Yes,Yes
CUST-20665,Carol,Hall,Female,29,26-35,1995-02-07,Married,Master,Professional,Salaried,Standard,Silver,Active,Yes,No,Yes,No
CUST-22760,Kenneth,Martin,Male,31,26-35,1992-12-20,Married,Master,Healthcare,Salaried,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-16268,Kevin,Rivera,Male,27,26-35,1996-10-05,Divorced,Bachelor,Management,Self-Employed,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-23196,Kimberly,Thompson,Female,46,36-50,1978-04-20,Single,Bachelor,Management,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-12113,Mark,Robinson,Male,43,36-50,1980-10-15,Divorced,High School,Sales,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-29032,Sarah,Miller,Female,37,36-50,1987-04-22,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-10475,Rebecca,Miller,Female,36,36-50,1987-09-28,Divorced,Bachelor,Professional,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-13283,Melissa,Jackson,Female,20,18-25,2003-07-25,Single,Bachelor,Sales,Salaried,Premium,Silver,Active,No,Yes,Yes,No
CUST-21061,Lisa,Thompson,Female,26,26-35,1998-06-28,Married,Bachelor,Professional,Salaried,Standard,Gold,Active,Yes,Yes,Yes,Yes
CUST-16225,David,Martinez,Male,52,51-65,1971-08-29,Married,Master,Professional,Salaried,High Value,Platinum,Active,Yes,Yes,No,No
CUST-27000,Kenneth,Robinson,Male,58,51-65,1966-01-19,Divorced,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-23764,Margaret,Rodriguez,Female,38,36-50,1985-07-21,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-10961,Michael,Wright,Male,30,26-35,1994-03-14,Single,High School,Logistics,Salaried,Standard,Bronze,Active,Yes,Yes,Yes,Yes
CUST-17287,Jessica,Jones,Female,25,18-25,1998-10-03,Single,Master,Technology,Salaried,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-23192,Eric,Smith,Male,28,26-35,1996-05-31,Married,Master,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-16668,Christine,Harris,Female,60,51-65,1963-12-13,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-20079,Jacob,Johnson,Male,42,36-50,1982-06-19,Single,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,No,Yes,Yes
CUST-29193,Elizabeth,Young,Female,39,36-50,1985-04-08,Married,Bachelor,Professional,Self-Employed,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-11202,Gary,Miller,Male,18,18-25,2006-03-21,Single,Master,Student,Unemployed,Emerging,Bronze,Active,No,Yes,Yes,Yes
CUST-13493,Katherine,Allen,Female,28,26-35,1996-04-09,Married,Associate,Sales,Self-Employed,Emerging,Bronze,Active,Yes,Yes,Yes,Yes
CUST-16329,Matthew,Garcia,Male,57,51-65,1967-05-04,Married,Bachelor,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-28944,Cynthia,Thompson,Female,37,36-50,1986-10-25,Single,Bachelor,Sales,Salaried,Emerging,Bronze,Active,No,Yes,No,Yes
CUST-12449,Brian,Thompson,Male,19,18-25,2004-12-18,Single,Bachelor,Sales,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-17525,Justin,Williams,Male,51,51-65,1972-11-17,Divorced,Bachelor,Professional,Salaried,Premium,Platinum,Inactive,No,Yes,Yes,Yes
CUST-14490,Emily,Robinson,Female,61,51-65,1962-08-01,Married,High School,Administrative,Salaried,Emerging,Bronze,Inactive,No,Yes,Yes,Yes
CUST-12865,Larry,Allen,Male,41,36-50,1982-11-04,Single,High School,Skilled Labor,Salaried,Standard,Silver,Dormant,No,Yes,Yes,No
CUST-15454,Stephen,Ramirez,Male,62,51-65,1962-01-08,Married,Bachelor,Sales,Salaried,Premium,Gold,Active,No,Yes,No,Yes
CUST-29633,Nicole,Green,Female,42,36-50,1981-11-29,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-15355,Linda,Davis,Female,48,36-50,1975-11-06,Married,Doctorate,Management,Self-Employed,High Value,Platinum,Active,Yes,No,No,No
CUST-20312,Kevin,Jackson,Male,35,26-35,1988-11-11,Divorced,Bachelor,Finance,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-29557,Emma,Jones,Female,37,36-50,1987-02-10,Married,Associate,Skilled Labor,Salaried,Standard,Silver,Active,Yes,No,Yes,Yes
CUST-22417,Alexander,Scott,Male,25,18-25,1999-02-19,Married,High School,Sales,Self-Employed,High Risk,Silver,Dormant,Yes,Yes,No,Yes
CUST-28682,Debra,Martinez,Female,35,26-35,1989-05-26,Single,Bachelor,Professional,Self-Employed,Standard,Gold,Active,Yes,No,Yes,No
CUST-22507,Dorothy,Rodriguez,Female,20,18-25,2004-03-06,Single,Master,Student,Unemployed,High Risk,Bronze,Active,Yes,Yes,Yes,No
CUST-16341,Thomas,Jackson,Male,34,26-35,1990-04-10,Married,Bachelor,Sales,Salaried,High Risk,Gold,Inactive,Yes,No,Yes,Yes
CUST-26353,Benjamin,Hernandez,Male,38,36-50,1985-12-10,Married,Master,Management,Salaried,Premium,Gold,Inactive,Yes,Yes,Yes,No
CUST-17970,Carol,Walker,Female,21,18-25,2002-10-14,Single,High School,Skilled Labor,Unemployed,Standard,Bronze,Active,No,Yes,Yes,No
CUST-26265,Robert,Rivera,Male,51,51-65,1972-12-21,Divorced,High School,Administrative,Salaried,Standard,Bronze,Active,No,Yes,No,Yes
CUST-20338,Larry,Ramirez,Male,53,51-65,1970-10-10,Single,Master,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-18301,Margaret,Nguyen,Female,41,36-50,1983-03-21,Married,High School,Skilled Labor,Salaried,Standard,Bronze,Inactive,No,Yes,Yes,Yes
CUST-20187,Laura,Lee,Female,39,36-50,1984-10-11,Divorced,Master,Management,Salaried,Premium,Platinum,Active,Yes,No,Yes,No
CUST-20093,Daniel,Smith,Male,40,36-50,1983-12-28,Married,Master,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-26718,Benjamin,Jackson,Male,73,65+,1950-09-18,Married,Bachelor,Technology,Salaried,Premium,Silver,Active,Yes,Yes,Yes,No
CUST-12196,Larry,Smith,Male,53,51-65,1971-04-11,Single,High School,Sales,Unemployed,Standard,Bronze,Active,No,Yes,Yes,Yes
CUST-19484,Margaret,Perez,Female,39,36-50,1985-01-24,Married,Master,Management,Contract,Standard,Platinum,Active,Yes,Yes,Yes,Yes
CUST-12116,Patrick,Garcia,Male,47,36-50,1976-07-12,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-29828,Larry,Flores,Male,49,36-50,1975-06-11,Married,Master,Technology,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-15032,Nancy,Torres,Female,55,51-65,1969-03-19,Married,Bachelor,Sales,Contract,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-23452,Kathleen,Moore,Female,49,36-50,1974-07-31,Married,Master,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-29274,Gary,Johnson,Male,20,18-25,2004-03-25,Single,High School,Student,Unemployed,Standard,Bronze,Active,Yes,Yes,Yes,Yes
CUST-24268,Larry,Lee,Male,55,51-65,1969-02-27,Single,Master,Management,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-11164,Sandra,Allen,Female,56,51-65,1968-02-25,Single,High School,Services,Salaried,Emerging,Bronze,Active,Yes,Yes,Yes,No
CUST-28172,Jessica,Jones,Female,62,51-65,1961-12-21,Widowed,High School,Skilled Labor,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-18345,Stephanie,King,Female,39,36-50,1985-01-14,Single,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-22599,Anna,Perez,Female,61,51-65,1963-01-06,Widowed,High School,Logistics,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-21854,Jennifer,Martin,Female,65,51-65,1958-09-07,Married,High School,Retired,Retired,Standard,Bronze,Active,No,Yes,Yes,No
CUST-21352,Brian,Lewis,Male,39,36-50,1985-04-03,Divorced,Bachelor,Management,Salaried,Premium,Gold,Inactive,Yes,Yes,Yes,Yes
CUST-29347,Jeffrey,Torres,Male,39,36-50,1985-03-29,Married,Associate,Administrative,Contract,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-29766,Stephen,Martinez,Male,52,51-65,1972-02-08,Married,Bachelor,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-10409,Carol,Thompson,Female,38,36-50,1985-10-20,Married,Bachelor,Sales,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-13506,Dorothy,Hill,Female,45,36-50,1978-11-12,Widowed,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-23095,Kathleen,Hernandez,Female,44,36-50,1980-04-08,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-21635,Jacob,Ramirez,Male,32,26-35,1992-05-11,Married,Associate,Services,Self-Employed,Emerging,Bronze,Inactive,Yes,Yes,No,No
CUST-13422,Jessica,Young,Female,28,26-35,1996-05-04,Single,Master,Technology,Salaried,Premium,Platinum,Inactive,Yes,Yes,Yes,Yes
CUST-11513,Sarah,Martinez,Female,43,36-50,1981-04-14,Married,Master,Professional,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-18940,Edward,Jones,Male,40,36-50,1983-09-02,Married,Bachelor,Professional,Self-Employed,Premium,Platinum,Active,Yes,Yes,Yes,No
CUST-17705,John,Adams,Male,36,36-50,1988-04-26,Married,Master,Professional,Salaried,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-13001,Jennifer,Walker,Female,50,36-50,1974-04-30,Married,Bachelor,Sales,Contract,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-29883,Betty,Flores,Female,45,36-50,1978-12-09,Single,Master,Healthcare,Salaried,Premium,Silver,Active,Yes,Yes,Yes,No
CUST-21995,Rebecca,King,Female,39,36-50,1984-12-26,Single,High School,Sales,Salaried,Standard,Silver,Inactive,Yes,No,Yes,Yes
CUST-12636,Rebecca,White,Female,19,18-25,2005-03-03,Married,High School,Sales,Salaried,Emerging,Bronze,Active,Yes,Yes,Yes,No
CUST-10829,Katherine,Walker,Female,41,36-50,1982-12-18,Married,Bachelor,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
